admin1,year,week,fatalities,attack_count,latitude,longitude
Centre-Nord,2022,23,12,6,13.44035,-1.1393
Centre-Nord,2022,24,34,6,13.502583333333334,-1.23745
Centre-Nord,2022,25,25,7,13.489857142857144,-1.1725571428571429
Centre-Nord,2022,26,80,13,13.505500000000001,-1.1120307692307692
Centre-Nord,2022,27,22,4,13.48525,-0.953925
Centre-Nord,2022,28,34,8,13.575875,-0.9816
Centre-Nord,2022,29,2,5,13.73058,-0.82304
Centre-Nord,2022,30,13,4,13.392525,-1.079925
Centre-Nord,2022,31,51,10,13.597980000000002,-1.23533
Centre-Nord,2022,32,57,5,13.51592,-1.2684
Centre-Nord,2022,33,0,5,13.48342,-1.29404
Centre-Nord,2022,34,0,1,13.2158,-1.0264
Centre-Nord,2022,35,2,2,13.331900000000001,-1.1206
Centre-Nord,2022,36,8,3,13.123600000000001,-0.8958666666666667
Centre-Nord,2022,37,0,1,13.0917,-1.0844
Centre-Nord,2022,38,16,3,13.355933333333333,-1.2348999999999999
Centre-Nord,2022,40,10,4,13.43115,-0.8594
Centre-Nord,2022,41,15,3,13.513399999999999,-1.2263
Centre-Nord,2022,42,27,5,13.71278,-0.8884000000000001
Centre-Nord,2022,43,5,3,13.5084,-1.1284666666666665
Centre-Nord,2022,44,2,3,13.292433333333333,-1.2603666666666666
Centre-Nord,2022,45,1,3,13.307566666666666,-1.1336000000000002
Centre-Nord,2022,46,3,3,13.256033333333335,-0.8025333333333333
Centre-Nord,2022,47,49,9,13.381533333333334,-1.1029333333333333
Centre-Nord,2022,48,10,5,13.220679999999998,-1.284
Centre-Nord,2022,49,54,8,13.1771375,-0.75695
Centre-Nord,2022,50,7,5,13.31034,-0.9856400000000001
Centre-Nord,2022,51,3,3,13.186599999999999,-0.8506333333333332
Centre-Nord,2022,52,29,11,13.5454,-0.8798636363636363
Centre-Nord,2023,1,0,1,13.0917,-1.0844
Centre-Nord,2023,2,6,4,13.264575,-0.9988
Centre-Nord,2023,3,22,4,13.212425,-1.14155
Centre-Nord,2023,4,22,3,13.142533333333333,-1.0862666666666667
Centre-Nord,2023,5,0,1,13.1593,-1.3708
Centre-Nord,2023,6,24,5,13.327359999999999,-1.28284
Centre-Nord,2023,7,1,2,13.3262,-1.62045
Centre-Nord,2023,8,25,3,13.300666666666666,-1.0297333333333334
Centre-Nord,2023,9,20,4,13.2974,-1.2081
Centre-Nord,2023,10,85,11,13.313972727272727,-1.2041363636363636
Centre-Nord,2023,11,28,3,12.998333333333333,-0.47680000000000006
Centre-Nord,2023,12,108,8,13.414175,-1.2246
Centre-Nord,2023,13,68,7,13.372885714285715,-1.0243
Centre-Nord,2023,14,42,11,13.154490909090908,-1.0825272727272728
Centre-Nord,2023,15,48,6,13.269799999999998,-1.2088833333333333
Centre-Nord,2023,16,10,4,13.1034,-0.43520000000000003
Centre-Nord,2023,17,13,7,13.402,-1.5184285714285715
Centre-Nord,2023,18,7,3,13.3403,-1.1204333333333334
Centre-Nord,2023,19,26,7,13.302885714285713,-1.1657285714285714
Centre-Nord,2023,20,14,5,13.390780000000001,-1.49034
Centre-Nord,2023,21,20,9,13.1806,-0.8091777777777778
Centre-Nord,2023,22,9,5,13.11812,-0.76902
Centre-Nord,2023,23,83,8,13.30045,-0.79405
Centre-Nord,2023,24,59,9,13.236644444444444,-1.0840555555555556
Centre-Nord,2023,25,8,4,13.373750000000001,-0.748475
Centre-Nord,2023,26,190,11,13.411890909090909,-1.235309090909091
Centre-Nord,2023,27,28,2,13.0841,-0.90835
Centre-Nord,2023,28,3,1,13.6095,-0.6487
Centre-Nord,2023,29,2,2,13.513349999999999,-1.68005
Centre-Nord,2023,30,3,2,13.539000000000001,-1.6213
Centre-Nord,2023,31,1,1,13.3258,-1.5347
Centre-Nord,2023,32,8,3,13.202566666666668,-1.3597
Centre-Nord,2023,33,5,3,13.0777,-0.8089333333333334
Centre-Nord,2023,34,32,5,13.01158,-0.93424
Centre-Nord,2023,35,36,7,13.292085714285715,-1.5253714285714286
Centre-Nord,2023,36,0,2,12.8384,-0.7737
Centre-Nord,2023,37,32,10,13.4252,-1.23081
Centre-Nord,2023,38,24,3,13.3147,-1.4567666666666668
Centre-Nord,2023,39,11,4,13.496525,-1.069975
Centre-Nord,2023,40,3,5,13.131899999999998,-0.8436999999999999
Centre-Nord,2023,41,3,6,13.145166666666666,-1.2032
Centre-Nord,2023,42,5,3,13.219166666666666,-1.0148
Centre-Nord,2023,43,13,4,13.16575,-1.07505
Centre-Nord,2023,44,86,5,12.93116,-0.7698400000000001
Centre-Nord,2023,45,1,2,13.4749,-1.2319499999999999
Centre-Nord,2023,46,66,5,13.553120000000002,-1.45294
Centre-Nord,2023,47,32,6,13.205083333333334,-0.7987333333333333
Centre-Nord,2023,48,33,5,13.40034,-1.02926
Centre-Nord,2023,49,4,4,13.299425,-0.872525
Centre-Nord,2023,50,29,3,13.074566666666668,-0.5429333333333334
Centre-Nord,2023,51,10,4,13.00135,-0.489775
Centre-Nord,2023,52,40,5,12.9983,-0.71124
Centre-Nord,2024,1,28,5,13.19532,-1.04846
Centre-Nord,2024,2,1,2,13.1326,-1.0941999999999998
Centre-Nord,2024,3,22,5,13.4335,-1.15906
Centre-Nord,2024,4,14,1,13.3404,-1.3722
Centre-Nord,2024,5,32,8,13.341925,-1.25275
Centre-Nord,2024,6,13,2,13.0902,-0.4619
Centre-Nord,2024,7,10,6,13.119116666666665,-0.9271833333333334
Centre-Nord,2024,8,23,5,13.395959999999999,-1.09018
Centre-Nord,2024,9,18,4,13.257425,-1.08845
Centre-Nord,2024,10,15,3,13.436266666666667,-0.8991000000000001
Centre-Nord,2024,11,44,3,13.2806,-0.45143333333333335
Centre-Nord,2024,12,3,3,13.262733333333335,-1.3922666666666668
Centre-Nord,2024,13,11,4,13.411075,-1.07695
Centre-Nord,2024,14,4,1,13.8886,-0.6095
Centre-Nord,2024,15,15,6,13.530016666666667,-1.1854166666666666
Centre-Nord,2024,16,54,6,13.367533333333332,-1.4644833333333336
Centre-Nord,2024,17,32,4,13.398825,-0.734675
Centre-Nord,2024,18,37,5,13.34684,-1.42854
Centre-Nord,2024,19,74,9,13.066255555555555,-0.7670555555555556
Centre-Nord,2024,20,2,2,13.2387,-0.77605
Centre-Nord,2024,21,113,8,13.1721125,-0.9266625000000001
Centre-Nord,2024,22,5,4,13.282275,-1.131325
Centre-Nord,2024,23,13,2,13.22635,-0.971
Centre-Nord,2024,24,40,7,13.439342857142858,-1.2591999999999999
Centre-Nord,2024,25,2,2,13.26745,-0.9396
Centre-Nord,2024,26,85,6,13.270133333333334,-0.8837166666666666
Centre-Nord,2024,27,8,4,13.37285,-1.000825
Centre-Nord,2024,28,1,2,13.16905,-1.16235
Centre-Nord,2024,29,10,1,13.1642,-0.8225
Centre-Nord,2024,30,22,4,13.473775,-0.95015
Centre-Nord,2024,31,3,2,13.2085,-0.9539
Centre-Nord,2024,32,18,6,13.282433333333332,-1.0819833333333333
Centre-Nord,2024,33,1,2,13.19,-0.92445
Centre-Nord,2024,34,312,3,13.660200000000001,-1.0704666666666667
Centre-Nord,2024,35,22,6,13.433116666666669,-1.2298833333333332
Centre-Nord,2024,36,0,1,13.3164,-0.5225
Centre-Nord,2024,37,15,4,13.200524999999999,-1.034525
Centre-Nord,2024,38,0,2,13.4177,-1.377
Centre-Nord,2024,39,3,3,13.580733333333333,-0.7204666666666667
Centre-Nord,2024,40,1,1,13.8886,-0.6095
Centre-Nord,2024,41,12,5,13.288419999999999,-0.95098
Centre-Nord,2024,42,4,1,13.8886,-0.6095
Centre-Nord,2024,43,14,1,13.2414,-0.7276
Centre-Nord,2024,44,39,3,13.4368,-1.0441333333333334
Centre-Nord,2024,45,28,3,13.659433333333332,-0.8325333333333335
Centre-Nord,2024,46,0,2,13.1406,-0.48805
Centre-Nord,2024,47,25,2,13.075099999999999,-0.9199999999999999
Centre-Nord,2024,48,6,2,13.4937,-0.7392000000000001
Centre-Nord,2024,49,7,3,13.292566666666666,-1.1032666666666666
Centre-Nord,2024,50,13,6,13.451066666666668,-0.7712500000000001
Centre-Nord,2024,51,7,3,13.272600000000002,-1.0967666666666667
Centre-Nord,2025,1,11,3,13.381666666666666,-0.9786333333333334
Centre-Nord,2025,2,7,3,13.072633333333334,-0.8818666666666667
Centre-Nord,2025,3,26,5,13.4667,-1.11532
Centre-Nord,2025,4,9,2,13.80095,-0.8943000000000001
Centre-Nord,2025,5,6,1,13.2293,-1.4717
Centre-Nord,2025,6,16,3,13.236666666666666,-0.6732333333333335
Centre-Nord,2025,7,16,7,13.290614285714286,-1.1371
Centre-Nord,2025,8,7,3,13.264933333333333,-1.2489000000000001
Centre-Nord,2025,9,0,3,13.4762,-1.3226
Centre-Nord,2025,10,22,13,13.297746153846154,-1.0464615384615383
Centre-Nord,2025,11,23,6,13.286999999999999,-1.1807166666666666
Centre-Nord,2025,12,9,4,13.4193,-0.951975
Centre-Nord,2025,13,4,6,13.347416666666666,-1.0387166666666665
Centre-Nord,2025,14,3,5,13.4117,-0.7986800000000001
Centre-Nord,2025,15,13,3,13.376766666666667,-0.8972666666666668
Centre-Nord,2025,16,14,4,13.005700000000001,-0.8672
Centre-Nord,2025,17,0,3,13.0097,-0.7671333333333333
Centre-Nord,2025,18,3,3,13.398666666666665,-0.8264666666666667
Centre-Ouest,2016,3,1,1,11.1003,-2.1065
Centre-Ouest,2016,8,3,1,11.0314,-1.6281
Centre-Ouest,2016,48,1,1,12.25,-2.3667
Centre-Ouest,2017,20,3,1,12.2333,-2.45
Centre-Ouest,2017,30,1,1,12.301,-1.8297
Centre-Ouest,2018,38,1,1,11.0428,-2.502
Centre-Ouest,2018,45,0,1,11.6,-2.5
Centre-Ouest,2019,30,0,1,11.4729,-1.4699
Centre-Ouest,2019,31,0,1,11.5544,-1.7736
Centre-Ouest,2019,35,1,1,11.1003,-2.1065
Centre-Ouest,2019,41,2,1,11.5544,-1.7736
Centre-Ouest,2020,36,1,1,12.5656,-2.7481
Centre-Ouest,2021,19,2,1,12.0039,-2.5424
Centre-Ouest,2022,21,1,1,12.1756,-2.6905
Centre-Ouest,2022,28,0,3,12.138933333333334,-2.725633333333333
Centre-Ouest,2022,39,0,1,11.0428,-2.502
Centre-Ouest,2022,45,1,1,12.0943,-2.7128
Centre-Ouest,2022,46,2,2,11.625350000000001,-2.3257
Centre-Ouest,2022,48,0,1,11.9117,-2.7152
Centre-Ouest,2022,49,1,3,12.249033333333335,-2.6214999999999997
Centre-Ouest,2022,50,1,1,12.452,-2.6909
Centre-Ouest,2022,51,1,1,12.452,-2.6909
Centre-Ouest,2023,1,3,1,11.8035,-1.9944
Centre-Ouest,2023,2,1,1,11.5869,-2.1714
Centre-Ouest,2023,4,12,2,12.41845,-2.7329499999999998
Centre-Ouest,2023,6,6,1,12.452,-2.6909
Centre-Ouest,2023,7,1,1,12.452,-2.6909
Centre-Ouest,2023,8,3,1,12.4125,-2.7814
Centre-Ouest,2023,9,1,1,12.4124,-2.7355
Centre-Ouest,2023,10,1,1,12.4245,-2.7304
Centre-Ouest,2023,12,27,4,11.461925,-2.355025
Centre-Ouest,2023,14,10,1,12.452,-2.6909
Centre-Ouest,2023,15,4,2,12.10595,-2.2587
Centre-Ouest,2023,16,20,3,12.093533333333333,-2.4416666666666664
Centre-Ouest,2023,17,0,1,11.6431,-2.1806
Centre-Ouest,2023,19,1,1,12.1756,-2.6905
Centre-Ouest,2023,20,2,1,12.0943,-2.7128
Centre-Ouest,2023,21,9,7,12.071399999999999,-2.664814285714286
Centre-Ouest,2023,24,1,1,11.4687,-2.383
Centre-Ouest,2023,35,2,1,11.4687,-2.383
Centre-Ouest,2023,42,11,1,11.6971,-2.6045
Centre-Ouest,2023,46,0,1,11.6971,-2.6045
Centre-Ouest,2023,50,1,1,11.6,-2.5
Centre-Ouest,2024,1,5,1,11.6,-2.5
Centre-Ouest,2024,2,8,1,12.1756,-2.6905
Centre-Ouest,2024,9,7,2,11.34555,-2.20305
Centre-Ouest,2024,14,1,1,12.452,-2.6909
Centre-Ouest,2024,19,3,1,12.2,-2.6
Centre-Ouest,2024,24,10,1,12.4124,-2.7355
Centre-Ouest,2024,33,1,1,11.7832,-2.7964
Centre-Ouest,2024,34,9,2,11.522400000000001,-2.27035
Centre-Sud,2016,40,2,1,11.5581,-1.2044
Centre-Sud,2019,27,0,1,11.2982,-1.4534
Centre-Sud,2019,29,2,1,11.3689,-1.3772
Centre-Sud,2019,34,0,1,11.3689,-1.3772
Centre-Sud,2019,42,1,1,11.2313,-1.292
Centre-Sud,2019,43,10,1,11.2313,-1.292
Centre-Sud,2019,48,6,1,11.17,-1.15
Centre-Sud,2020,51,0,1,11.4025,-0.6025
Centre-Sud,2021,1,3,1,11.006,-0.8609
Centre-Sud,2021,15,0,1,11.4025,-0.6025
Centre-Sud,2021,30,1,2,11.286249999999999,-0.87625
Centre-Sud,2021,41,0,1,11.17,-1.15
Centre-Sud,2022,23,1,1,11.8166,-1.4166
Centre-Sud,2022,36,0,1,11.4389,-1.1779
Centre-Sud,2022,40,1,1,11.4389,-1.1779
Centre-Sud,2022,42,1,1,11.17,-1.15
Centre-Sud,2023,1,1,2,11.38035,-0.7973
Centre-Sud,2023,2,1,1,11.4304,-0.7749
Centre-Sud,2023,4,2,1,11.536,-1.0286
Centre-Sud,2023,6,0,1,11.3352,-0.777
Centre-Sud,2023,7,21,3,11.329266666666667,-1.0745333333333333
Centre-Sud,2023,30,2,1,11.3372,-0.6982
Centre-Sud,2023,33,2,1,11.006,-0.8609
Centre-Sud,2023,52,1,1,12.0688,-1.3364
Est,2017,17,1,1,12.0616,0.3584
Est,2018,7,1,1,11.5743,0.53
Est,2018,10,0,3,11.982,0.9513333333333334
Est,2018,11,1,1,12.074,1.181
Est,2018,13,0,1,12.723,1.05
Est,2018,15,1,1,12.3889,1.3553
Est,2018,16,0,1,12.723,1.05
Est,2018,17,0,1,12.8726,1.2494
Est,2018,24,1,2,12.0258,1.0412
Est,2018,30,2,3,12.035933333333332,0.7736000000000001
Est,2018,31,0,1,11.703,0.505
Est,2018,32,7,1,12.074,1.181
Est,2018,35,7,2,11.300450000000001,0.6475
Est,2018,36,3,3,12.034333333333334,0.6826666666666666
Est,2018,37,10,6,11.74145,0.7845833333333333
Est,2018,39,3,4,11.76925,0.856325
Est,2018,40,7,2,12.11565,0.6914
Est,2018,43,3,2,12.6624,0.44139999999999996
Est,2018,45,1,2,11.54535,1.225
Est,2018,46,0,1,11.3512,0.5875
Est,2018,47,1,1,11.297,0.624
Est,2018,48,6,2,12.01305,1.00015
Est,2018,49,6,1,12.0621,0.4331
Est,2018,50,2,4,11.404125,0.777675
Est,2018,51,4,2,11.6715,0.885
Est,2018,52,0,2,11.700600000000001,0.68525
Est,2019,2,2,2,11.841899999999999,1.5994
Est,2019,3,12,2,11.6832,0.7871
Est,2019,5,0,2,11.269,0.589
Est,2019,7,0,2,12.0093,1.3151000000000002
Est,2019,8,38,7,11.319357142857143,0.7000428571428571
Est,2019,9,0,1,12.4756,1.5116
Est,2019,10,10,3,12.8434,0.8759666666666668
Est,2019,11,7,4,11.932875,1.0838
Est,2019,12,5,1,11.831,1.429
Est,2019,13,12,2,12.75945,1.2896999999999998
Est,2019,15,1,7,12.107671428571427,0.9707
Est,2019,16,13,5,12.2387,1.42554
Est,2019,17,1,3,11.865133333333333,1.0334333333333332
Est,2019,18,0,1,12.074,1.181
Est,2019,19,0,1,12.074,1.181
Est,2019,20,0,1,12.1167,0.8667
Est,2019,21,1,1,11.8915,1.0797
Est,2019,22,0,1,11.2497,0.7075
Est,2019,23,0,3,11.926666666666668,0.9337666666666666
Est,2019,24,2,1,12.1167,0.8667
Est,2019,25,2,1,11.1574,0.8333
Est,2019,27,3,3,12.7857,0.9649000000000001
Est,2019,28,2,2,12.4124,1.1325
Est,2019,29,19,3,11.950333333333333,0.9556666666666667
Est,2019,31,3,1,12.3512,1.2778
Est,2019,32,1,1,11.1574,0.8333
Est,2019,33,0,1,12.3548,1.0328
Est,2019,35,1,1,12.7668,1.3352
Est,2019,36,0,1,12.207,0.6751
Est,2019,40,1,3,12.7708,0.8405666666666667
Est,2019,42,1,1,11.1574,0.8333
Est,2019,45,38,1,12.074,1.181
Est,2019,46,4,3,11.925733333333334,0.7141666666666667
Est,2019,47,28,6,11.717316666666667,0.5550333333333334
Est,2019,48,53,7,12.281285714285714,0.6817714285714286
Est,2019,49,3,1,12.1167,0.8667
Est,2019,50,24,5,12.012080000000001,1.2326000000000001
Est,2019,51,0,1,11.7958,1.7417
Est,2019,52,3,3,11.701733333333332,1.1253
Est,2020,2,2,4,12.5123,0.9782000000000001
Est,2020,3,2,1,11.7937,0.4447
Est,2020,4,1,2,12.95415,0.16845000000000002
Est,2020,5,6,3,11.575066666666666,0.9339333333333334
Est,2020,6,7,3,12.270233333333332,1.2610333333333335
Est,2020,7,12,2,12.0473,1.03525
Est,2020,8,14,3,12.430666666666667,0.8767333333333333
Est,2020,10,12,5,11.731,0.6454799999999999
Est,2020,12,1,2,11.7909,1.7316500000000001
Est,2020,13,4,6,12.063833333333333,1.3645666666666667
Est,2020,14,1,3,11.5828,1.0526
Est,2020,15,3,3,11.8588,0.9389333333333333
Est,2020,16,2,4,11.931775,0.821175
Est,2020,17,3,2,11.94885,0.60025
Est,2020,18,5,4,11.736775,1.399675
Est,2020,19,1,2,12.466249999999999,1.2164
Est,2020,20,13,4,12.2624,1.321125
Est,2020,21,6,5,12.70072,0.78206
Est,2020,22,33,5,11.595780000000001,0.5955199999999999
Est,2020,23,18,5,11.72056,0.91548
Est,2020,24,7,2,12.05,0.783
Est,2020,25,7,4,11.603975,0.612025
Est,2020,26,0,2,12.4733,1.2152
Est,2020,27,10,4,12.255775,0.812525
Est,2020,28,8,5,12.23936,1.13348
Est,2020,29,4,4,12.23315,0.969225
Est,2020,30,5,2,12.344999999999999,0.72895
Est,2020,31,4,1,12.158,0.931
Est,2020,32,13,5,12.10886,0.7293000000000001
Est,2020,33,1,2,11.9093,0.5263
Est,2020,34,1,1,11.7212,1.7641
Est,2020,36,3,4,11.61385,0.61575
Est,2020,37,0,2,11.3512,0.5875
Est,2020,38,7,4,12.05305,0.49175
Est,2020,39,26,5,12.11052,1.107
Est,2020,40,0,2,12.055800000000001,0.5707
Est,2020,41,2,2,12.435749999999999,0.92475
Est,2020,42,1,1,11.0811,0.7233
Est,2020,43,7,2,12.987300000000001,0.15065
Est,2020,44,3,1,12.648,0.493
Est,2020,46,3,1,13.2319,-0.0012
Est,2020,47,2,1,12.97,-0.15
Est,2020,48,0,1,12.074,1.181
Est,2020,49,0,1,13.5634,-0.1305
Est,2020,51,0,2,12.24925,1.9074
Est,2020,53,1,1,11.6895,1.5807
Est,2021,1,3,5,12.55166,0.98674
Est,2021,2,0,4,12.18695,0.62295
Est,2021,3,0,5,12.11894,1.08866
Est,2021,4,0,1,11.6569,1.8102
Est,2021,5,0,3,12.196633333333333,1.0324333333333333
Est,2021,7,0,5,12.61736,1.0042
Est,2021,8,4,4,12.464775,1.110925
Est,2021,9,0,1,11.0231,0.9387
Est,2021,10,1,3,11.983433333333332,0.7246333333333334
Est,2021,11,0,1,12.0616,0.3584
Est,2021,12,7,3,11.9537,1.1112
Est,2021,13,2,2,12.05,0.783
Est,2021,14,30,9,12.007633333333334,0.9171999999999999
Est,2021,15,3,8,12.5292875,0.981025
Est,2021,16,0,1,12.158,0.931
Est,2021,17,3,2,11.86615,0.7305
Est,2021,18,46,9,12.45261111111111,0.9959555555555555
Est,2021,19,7,8,12.4258,1.1221
Est,2021,20,10,9,12.146622222222224,0.9730555555555556
Est,2021,21,5,7,12.283457142857143,0.9985428571428573
Est,2021,22,9,10,12.354040000000001,1.03682
Est,2021,23,5,13,12.229376923076924,0.9934461538461539
Est,2021,24,71,21,12.072519047619048,1.247195238095238
Est,2021,25,1,7,12.804328571428572,0.9440857142857143
Est,2021,26,4,6,12.421883333333334,0.7773333333333333
Est,2021,27,2,7,12.061942857142856,1.2124142857142857
Est,2021,28,0,4,12.186025,0.96045
Est,2021,29,23,9,11.746588888888889,1.236688888888889
Est,2021,30,1,7,12.111342857142857,0.9196428571428571
Est,2021,31,4,10,11.89239,0.9084199999999999
Est,2021,32,5,5,12.60626,0.89824
Est,2021,33,1,2,12.3645,1.3409499999999999
Est,2021,34,1,1,12.3548,1.0328
Est,2021,35,1,6,12.388566666666668,1.0939666666666665
Est,2021,36,8,6,12.132633333333333,0.9009333333333333
Est,2021,37,2,3,12.273166666666667,0.6869333333333333
Est,2021,38,2,8,12.2179375,0.9126125
Est,2021,39,1,11,12.58229090909091,1.0748454545454544
Est,2021,40,2,11,12.190945454545455,1.0305090909090908
Est,2021,41,4,12,11.994891666666668,1.1446583333333333
Est,2021,42,3,12,12.371358333333333,1.1052083333333333
Est,2021,43,2,4,12.395125,1.292675
Est,2021,44,13,6,12.058366666666666,0.5978333333333333
Est,2021,45,0,3,11.834933333333334,1.2904333333333333
Est,2021,46,1,2,11.59115,0.7206
Est,2021,47,4,6,11.953566666666667,1.1060166666666666
Est,2021,48,33,10,12.45094,0.8895500000000001
Est,2021,49,14,8,12.5436625,1.1326375
Est,2021,50,2,8,12.396975,0.6097375
Est,2021,51,0,1,11.0811,0.7233
Est,2021,52,2,5,11.8917,0.49408
Est,2021,53,0,3,12.741999999999999,0.7898999999999999
Est,2022,1,0,4,11.995325,0.787125
Est,2022,2,20,14,11.581178571428572,0.7805142857142858
Est,2022,3,30,6,12.328000000000001,0.4273166666666666
Est,2022,4,5,13,12.091723076923076,0.8154461538461538
Est,2022,5,3,5,12.1143,0.56172
Est,2022,6,50,11,12.168318181818181,0.9815545454545455
Est,2022,7,26,14,11.771707142857142,0.7948857142857142
Est,2022,8,5,12,11.979633333333332,0.5842083333333333
Est,2022,9,1,8,11.7115375,0.9493125
Est,2022,10,10,11,11.921872727272728,0.7625454545454545
Est,2022,11,18,11,11.812836363636364,0.6169090909090909
Est,2022,12,20,12,12.094141666666667,0.9622333333333333
Est,2022,13,36,6,11.8155,0.7934
Est,2022,14,1,3,11.909233333333333,1.2128666666666668
Est,2022,15,5,9,11.901544444444445,1.0047444444444444
Est,2022,16,0,5,11.90798,0.76838
Est,2022,17,6,6,11.829966666666666,1.03155
Est,2022,18,4,7,11.761085714285715,0.7888000000000001
Est,2022,19,17,6,11.729083333333334,0.51915
Est,2022,20,27,7,11.89787142857143,1.1319857142857142
Est,2022,21,52,7,11.919414285714286,1.1083571428571428
Est,2022,22,17,4,11.316225,0.679125
Est,2022,23,2,7,11.964142857142857,0.8324
Est,2022,24,14,6,12.113933333333334,0.9762166666666667
Est,2022,25,0,8,12.597975,0.784125
Est,2022,26,18,10,12.289629999999999,0.90234
Est,2022,27,18,14,12.202692857142855,0.8296785714285715
Est,2022,28,8,8,11.7916375,0.7439875
Est,2022,29,0,7,11.977414285714286,0.5962714285714286
Est,2022,30,2,7,12.302214285714285,0.7650714285714286
Est,2022,31,63,10,11.60561,0.658
Est,2022,32,13,10,11.92737,1.07124
Est,2022,33,8,5,11.6829,0.8458400000000001
Est,2022,34,16,4,12.0174,1.0533000000000001
Est,2022,35,10,5,12.03314,0.9959
Est,2022,36,1,7,12.296199999999999,1.1807999999999998
Est,2022,37,2,3,11.908733333333332,1.2844666666666666
Est,2022,38,4,2,12.381250000000001,0.8198
Est,2022,39,12,5,12.1702,0.6647000000000001
Est,2022,40,14,4,11.4232,0.9274500000000001
Est,2022,41,3,2,12.15615,0.759
Est,2022,42,3,4,11.973225,1.2061250000000001
Est,2022,43,22,4,12.2224,0.7576
Est,2022,44,13,7,12.311228571428572,1.1839
Est,2022,45,2,2,12.33485,1.6763
Est,2022,46,2,5,12.23592,1.04212
Est,2022,47,21,3,12.608033333333333,1.2675
Est,2022,48,2,4,12.367,0.8285750000000001
Est,2022,49,1,4,11.649975000000001,1.089925
Est,2022,50,15,12,12.2722,0.7577666666666666
Est,2022,51,15,6,12.000333333333332,1.0667666666666666
Est,2022,52,2,3,12.1865,1.3230666666666666
Est,2023,1,4,8,12.24035,0.957525
Est,2023,2,20,2,12.648,0.493
Est,2023,3,1,2,11.4651,1.2173500000000002
Est,2023,4,3,4,12.4445,1.63125
Est,2023,5,54,15,12.024346666666668,1.0670133333333331
Est,2023,6,16,5,12.03826,1.16282
Est,2023,7,57,4,11.79735,1.432325
Est,2023,8,101,8,11.7445875,1.3107
Est,2023,9,17,3,11.6688,1.1128
Est,2023,10,11,3,12.294833333333335,1.5466333333333333
Est,2023,11,30,3,11.747566666666666,0.7427
Est,2023,12,3,5,12.35242,0.9239600000000001
Est,2023,13,15,4,12.1576,1.1709
Est,2023,14,18,5,12.2589,0.94748
Est,2023,15,52,7,12.515314285714286,0.863157142857143
Est,2023,16,24,5,12.24266,1.27444
Est,2023,17,93,9,12.234055555555555,1.010788888888889
Est,2023,18,29,3,12.203566666666667,0.5554666666666667
Est,2023,19,8,3,12.439666666666668,0.8076333333333334
Est,2023,20,59,5,11.8984,0.58318
Est,2023,21,3,3,11.314566666666666,1.0369
Est,2023,22,39,7,11.749014285714285,0.5972428571428571
Est,2023,23,13,4,11.523975,1.2335500000000001
Est,2023,24,20,4,11.761675,1.44
Est,2023,25,33,8,12.1987125,0.6647375
Est,2023,26,23,8,11.930787500000001,1.2594750000000001
Est,2023,27,23,6,12.510566666666668,0.3965666666666667
Est,2023,28,57,6,12.003266666666667,0.8923666666666668
Est,2023,29,23,9,12.302166666666666,0.9668222222222221
Est,2023,30,23,4,12.187275,0.462325
Est,2023,31,14,11,12.330527272727272,0.8961363636363636
Est,2023,32,43,6,12.126733333333334,1.2727833333333334
Est,2023,33,4,1,12.0731,1.7884
Est,2023,34,57,4,12.55955,0.506075
Est,2023,35,11,3,12.3544,0.8878666666666667
Est,2023,36,8,3,12.364666666666666,0.6728999999999999
Est,2023,37,17,8,12.489575,0.917675
Est,2023,38,48,6,12.428533333333334,0.7535833333333334
Est,2023,39,3,2,12.2975,0.3386
Est,2023,40,26,6,12.4063,0.9954999999999999
Est,2023,41,61,7,12.187614285714286,0.8361714285714286
Est,2023,42,3,2,11.9607,1.10635
Est,2023,43,29,8,12.6115625,0.321525
Est,2023,44,24,7,12.020914285714285,1.0777571428571429
Est,2023,45,37,7,12.58917142857143,0.21571428571428572
Est,2023,46,59,9,12.770822222222222,0.17200000000000001
Est,2023,47,16,4,12.107825,0.307475
Est,2023,48,12,7,12.042042857142858,1.4161857142857142
Est,2023,49,1,2,13.03025,-0.1616
Est,2023,50,10,4,12.5063,0.426825
Est,2023,51,98,9,12.226822222222221,0.5864666666666667
Est,2023,52,21,9,12.433677777777778,0.5303333333333333
Est,2024,1,11,4,12.581775,0.5837749999999999
Est,2024,2,32,5,12.3777,0.38758
Est,2024,3,48,7,12.386142857142858,0.6571999999999999
Est,2024,4,16,4,11.934524999999999,0.63595
Est,2024,5,28,7,11.92157142857143,1.1382714285714286
Est,2024,6,50,1,12.3045,0.0821
Est,2024,7,16,4,12.040275,0.723975
Est,2024,8,49,4,12.121224999999999,0.82375
Est,2024,9,161,5,12.44272,0.51008
Est,2024,10,4,3,12.914299999999999,-0.13676666666666668
Est,2024,11,147,7,11.896142857142857,0.6913428571428571
Est,2024,12,2,3,12.364400000000002,0.18893333333333331
Est,2024,13,102,9,12.400033333333333,0.6345666666666667
Est,2024,14,22,8,12.3928,0.7237
Est,2024,15,23,6,12.238633333333333,0.8435166666666668
Est,2024,16,3,2,12.4333,-0.05315
Est,2024,17,20,11,12.154227272727274,0.8391727272727273
Est,2024,18,80,8,12.3397125,0.8419
Est,2024,19,106,4,12.494,0.82665
Est,2024,20,11,2,13.1264,-0.1037
Est,2024,21,35,3,12.037433333333333,0.9681666666666667
